-1	0.112225	0.112225
-0.95	0.135608	0.135608
-0.9	0.161202	0.161202
-0.85	0.189008	0.189008
-0.8	0.219024	0.219024
-0.75	0.251252	0.251252
-0.7	0.28569	0.28569
-0.65	0.32234	0.32234
-0.6	0.361201	0.361201
-0.55	0.402273	0.402273
-0.5	0.445556	0.445556
-0.45	0.491051	0.491051
-0.4	0.538756	0.538756
-0.35	0.588673	0.588673
-0.3	0.6408	0.6408
-0.25	0.695139	0.695139
-0.2	0.751689	0.751689
-0.15	0.81045	0.81045
-0.1	0.871422	0.871422
-0.05	0.934606	0.934606
0	1	1
0.05	0.993799	0.993851
0.1	0.986429	0.986532
0.15	0.977809	0.97796
0.2	0.967866	0.968063
0.25	0.956536	0.956775
0.3	0.943766	0.944044
0.35	0.929516	0.929829
0.4	0.913757	0.9141
0.45	0.896475	0.896843
0.5	0.87767	0.878058
0.55	0.857358	0.857759
0.6	0.83557	0.835979
0.65	0.812356	0.812765
0.7	0.787779	0.78818
0.75	0.76192	0.762306
0.8	0.734876	0.735237
0.85	0.706756	0.707086
0.9	0.677688	0.677977
0.95	0.647787	0.648068
1	0.61718	0.617532
1.05	0.587127	0.58753
1.1	0.558724	0.559176
1.15	0.531905	0.532404
1.2	0.506606	0.507149
1.25	0.482764	0.48335
1.3	0.460321	0.460946
1.35	0.439216	0.439877
1.4	0.419391	0.420087
1.45	0.400792	0.401518
1.5	0.383363	0.384117
1.55	0.36705	0.367829
1.6	0.351801	0.352603
1.65	0.337565	0.338387
1.7	0.324293	0.325133
1.75	0.311936	0.312792
1.8	0.300447	0.301317
1.85	0.289782	0.290664
1.9	0.279895	0.28079
1.95	0.270745	0.271651
2	0.262291	0.263208
